"","paths","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","paths.noko","paths.nok","V4"
"64","K03310",125.244156249955,-1.40704832792356,0.45673914470808,-3.08063879399446,0.00206557059746523,0.0796495605449443,"K03310","03310","TC.AGCS; alanine or glycine:cation symporter, AGCS family"
"65","K03366",29.482630620368,-2.10324078052399,0.644131370253776,-3.26523575415269,0.00109373002664195,0.059312067903104,"K03366","03366","butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"
"66","K03402",137.967513497551,-1.30077675872904,0.360113151057698,-3.61213345002397,0.000303688203614116,0.0377972210796779,"K03402","03402","argR, ahrC; transcriptional regulator of arginine metabolism"
"67","K03471",52.385654978626,-1.54321324860748,0.431636214799002,-3.5752636032315,0.00034987519348107,0.0377972210796779,"K03471","03471","rnhC; ribonuclease HIII [EC:3.1.26.4]"
"68","K03499",220.511742508054,-0.987002131264344,0.278909187581029,-3.53879389856097,0.000401959552712286,0.0387518783596326,"K03499","03499","trkA, ktrA; trk system potassium uptake protein"
"69","K03547",390.767462434185,-0.24356509587072,0.081762683052195,-2.97892738812442,0.00289259316742256,0.091265697149102,"K03547","03547","sbcD, mre11; DNA repair protein SbcD/Mre11"
"70","K03647",28.5851395324623,-1.8264378366678,0.605545184632358,-3.01618753318413,0.00255974891558159,0.0888403523634516,"K03647","03647","nrdI; protein involved in ribonucleotide reduction"
"71","K03708",27.1243971305795,-2.00314879790799,0.678609506638553,-2.95184311199891,0.00315883382187369,0.0959049896418599,"K03708","03708","ctsR; transcriptional regulator of stress and heat shock response"
"72","K03709",76.0874333802944,-1.18927929536133,0.361360143525355,-3.29111916925583,0.000997896301947351,0.0584686219607467,"K03709","03709","troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator"
"73","K03742",52.8775909691601,-1.64528061463865,0.472295837617352,-3.48358059418604,0.000494754133484088,0.0438818148575253,"K03742","03742","pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]"
"74","K03763",27.4757313613321,-1.95715777788886,0.680005658126011,-2.87814925434957,0.00400015831424771,0.0982786002525098,"K03763","03763","polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]"
"75","K03784",40.8492736698884,-1.60712751437957,0.536327713348723,-2.99654012720132,0.00273062297447595,0.0905265539272506,"K03784","03784","deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]"
"76","K03785",26.8330444432081,-2.03230747538399,0.650923656645712,-3.12219022098031,0.00179510911230934,0.0762570939184162,"K03785","03785","aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]"
"77","K03800",73.6642668571219,-1.56500653649699,0.384937075914988,-4.0656165238877,4.79056512617977e-05,0.0250380951164417,"K03800","03800","lplA, lplJ, lipL1; lipoate---protein ligase [EC:6.3.1.20]"
"78","K03863",2.67526774788352,4.72402260916752,1.54311683873438,3.06135121501366,0.00220340469339525,0.0825246390921992,"K03863","03863","vanB; vanillate monooxygenase ferredoxin subunit"
"79","K03930",17.6244789934411,-2.53474322559083,0.8813937086741,-2.87583539642449,0.00402959787455265,0.0982786002525098,"K03930","03930","estA; putative tributyrin esterase [EC:3.1.1.-]"
"80","K04074",53.8311687120949,-1.51344622333305,0.42568639124713,-3.55530797895399,0.000377536591652565,0.0377972210796779,"K04074","04074","divIVA; cell division initiation protein"
"81","K04086",24.3811578375938,-1.95114125376864,0.680369209821239,-2.86776830227412,0.00413378139707992,0.0987177337302663,"K04086","04086","clpL; ATP-dependent Clp protease ATP-binding subunit ClpL"
"82","K04486",44.2593359131001,-1.78982873545743,0.533552674407731,-3.35454927190501,0.000794943946565055,0.0546035990762817,"K04486","04486","E3.1.3.15B; histidinol-phosphatase (PHP family) [EC:3.1.3.15]"
"83","K04516",18.3670407638101,-2.60442655634374,0.872431443457077,-2.98525067599982,0.00283346018277889,0.0905265539272506,"K04516","04516","AROA1, aroA; chorismate mutase [EC:5.4.99.5]"
"84","K04749",40.8168690177057,-1.36368244910695,0.43078813631272,-3.16555247036102,0.00154788741674357,0.0710228646880352,"K04749","04749","rsbV; anti-sigma B factor antagonist"
"85","K04755",1137.26452383239,0.134636348506191,0.0419136781433678,3.21222938358358,0.00131709167865705,0.0656316495378357,"K04755","04755","fdx; ferredoxin, 2Fe-2S"
"86","K04767",87.8971884858614,-1.60187906165449,0.446946443813906,-3.58405147602307,0.000338305366705346,0.0377972210796779,"K04767","04767","acuB; acetoin utilization protein AcuB"
"87","K05020",35.891995866556,-2.23812627599648,0.749251242937431,-2.98715056810841,0.00281590998640683,0.0905265539272506,"K05020","05020","opuD, betL; glycine betaine transporter"
"88","K05521",6.25812231462705,-2.37636148025543,0.760555594047977,-3.12450726659901,0.00178103122724225,0.0762570939184162,"K05521","05521","draG; ADP-ribosyl-[dinitrogen reductase] hydrolase [EC:3.2.2.24]"
"89","K05565",42.6055911398297,-1.15798752306615,0.37966975771233,-3.04998620391445,0.00228851878386474,0.0842958975244517,"K05565","05565","mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A"
"90","K05832",48.6735297661235,-1.15125281498065,0.370178107201053,-3.10999703274017,0.00187089223339999,0.0779189197366429,"K05832","05832","ABC.X4.P; putative ABC transport system permease protein"
"91","K05966",40.9088325589651,-1.51585522274548,0.498577098631831,-3.04036271803339,0.0023629338674848,0.0848374738905232,"K05966","05966","citG; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"92","K05985",27.4757313613321,-1.95715777788886,0.680005658126011,-2.87814925434957,0.00400015831424771,0.0982786002525098,"K05985","05985","rnmV; ribonuclease M5 [EC:3.1.26.8]"
"93","K05995",8.01932993010719,-1.53360064386371,0.536584945692048,-2.85807616515552,0.00426218072862615,0.0995018514494518,"K05995","05995","pepE; dipeptidase E [EC:3.4.13.21]"
"94","K06159",9.51981674297069,-3.02128337135021,0.911034393826151,-3.31632196525695,0.000912106816729448,0.0582546384374191,"K06159","06159","yojI; multidrug/microcin transport system ATP-binding/permease protein"
"95","K06191",24.8438388294621,-2.00605022467746,0.647444108990723,-3.09841451458199,0.00194559090903099,0.0779710277022847,"K06191","06191","nrdH; glutaredoxin-like protein NrdH"
"96","K06200",123.11575867147,-0.833708669596232,0.23814218305987,-3.50088614660357,0.00046371390465989,0.043331218745294,"K06200","06200","cstA; carbon starvation protein"
"97","K06206",49.5569769504422,-1.43124348967692,0.476035666036732,-3.00658877430938,0.00264196898295001,0.0905265539272506,"K06206","06206","sfsA; sugar fermentation stimulation protein A"
"98","K06215",74.6898746983373,-1.15482987305724,0.365394908365509,-3.16049798893762,0.00157499692353293,0.0710228646880352,"K06215","06215","pdxS, pdx1; pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"
"99","K06223",61.4274710567166,-1.32616236991006,0.384294343375367,-3.45090265514188,0.000558715049580435,0.0457721085496882,"K06223","06223","dam; DNA adenine methylase [EC:2.1.1.72]"
"100","K06346",70.5155449856975,-1.24608027612121,0.378144081173656,-3.29525262501457,0.0009833323699514,0.0584686219607467,"K06346","06346","jag; spoIIIJ-associated protein"
"101","K06726",94.0896027410423,-1.06712306831048,0.322270802515913,-3.31126201933167,0.000928762003516286,0.0582546384374191,"K06726","06726","rbsD; D-ribose pyranase [EC:5.4.99.62]"
"102","K06881",58.2289287863412,-1.53236215597788,0.425625122273058,-3.6002624746262,0.000317896114570784,0.0377972210796779,"K06881","06881","nrnA; bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]"
"103","K06960",70.5155449856975,-1.24608027612121,0.378144081173656,-3.29525262501457,0.0009833323699514,0.0584686219607467,"K06960","06960","K06960; uncharacterized protein"
"104","K06962",21.748756152238,-2.32314155514139,0.754601123449092,-3.07863516624902,0.00207951171808695,0.0796495605449443,"K06962","06962","K06962; uncharacterized protein"
"105","K06972",5.17773326333436,-3.47669406424656,0.823714598750364,-4.22075081529569,2.43489973770109e-05,0.0250380951164417,"K06972","06972","PITRM1, PreP, CYM1; presequence protease [EC:3.4.24.-]"
"106","K06973",47.7987952260663,-1.43436541894301,0.417800796427963,-3.43313232336148,0.00059665083080912,0.0470784762103094,"K06973","06973","K06973; uncharacterized protein"
"107","K06978",95.084165251487,-0.908462277917407,0.277925451157792,-3.26872646651431,0.00108032684814181,0.059312067903104,"K06978","06978","K06978; uncharacterized protein"
"108","K07009",74.6948750642317,-1.19389034834851,0.365442041188586,-3.26697591898684,0.0010870292641862,0.059312067903104,"K07009","07009","gatD; lipid II isoglutaminyl synthase (glutamine-hydrolysing) [EC:6.3.5.13]"
"109","K07012",51.9235280147557,-1.20728115085623,0.368396032517169,-3.27712853639369,0.00104868617655982,0.059312067903104,"K07012","07012","cas3; CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]"
"110","K07029",22.8896515264011,-2.28681403730657,0.719551967086199,-3.17810824222598,0.00148239397541601,0.0695256129370787,"K07029","07029","dagK; diacylglycerol kinase (ATP) [EC:2.7.1.107]"
"111","K07030",56.2751990185169,-1.55313364976605,0.419598649086623,-3.70147438068949,0.000214350302076933,0.035462571413809,"K07030","07030","K07030; uncharacterized protein"
"112","K07078",28.0332860889924,-2.36344148861607,0.609688430092514,-3.87647423169478,0.000105981028101408,0.0272285327716202,"K07078","07078","K07078; uncharacterized protein"
"113","K07106",121.270897390619,-0.716609034129235,0.247457100395894,-2.89589198686467,0.00378082510038705,0.0982786002525098,"K07106","07106","murQ; N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]"
"114","K07139",30.2206575864721,-2.0129952390647,0.663841095466638,-3.03234501872724,0.00242661670158767,0.0865271681401739,"K07139","07139","K07139; uncharacterized protein"
"115","K07150",43.915235941351,-1.80196184977993,0.503008897165798,-3.58236575920043,0.000340496599305996,0.0377972210796779,"K07150","07150","K07150; uncharacterized protein"
"116","K07260",65.3987288652278,-1.94559988737079,0.494113678037831,-3.93755521016325,8.23159962407042e-05,0.0255423820234944,"K07260","07260","vanY; zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"117","K07277",1090.93133490662,0.118011309450146,0.0400456931766369,2.94691638697855,0.003209599765591,0.0959049896418599,"K07277","07277","SAM50, TOB55, bamA; outer membrane protein insertion porin family"
"118","K07322",39.817331103775,-1.10586491457974,0.376506803474547,-2.93717113309613,0.00331221268676131,0.0959049896418599,"K07322","07322","ytfE, scdA; regulator of cell morphogenesis and NO signaling"
"119","K07452",10.0586812379084,-2.5898386263766,0.658256444898763,-3.93439159836088,8.34077015749914e-05,0.0255423820234944,"K07452","07452","mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]"
"120","K07456",34.4333091269444,-1.76330249618564,0.616701040245781,-2.85925007598964,0.00424643880122824,0.0995018514494518,"K07456","07456","mutS2; DNA mismatch repair protein MutS2"
"121","K07457",17.2328231631015,-2.20183131534432,0.754081604168872,-2.9198846692078,0.00350160946716987,0.0982786002525098,"K07457","07457","K07457; endonuclease III related protein"
"122","K07473",17.6022500819401,-1.83296395842455,0.558892516413677,-3.2796358952637,0.00103941137271579,0.059312067903104,"K07473","07473","dinJ; DNA-damage-inducible protein J"
"123","K07482",8.86046220546128,-6.73942139477246,1.90305397578798,-3.54137164815933,0.000398052470462736,0.0387518783596326,"K07482","07482","K07482; transposase, IS30 family"
"124","K07493",8.99725135578736,-2.79916299377722,0.77860982520561,-3.59507792370592,0.000324294496264976,0.0377972210796779,"K07493","07493","K07493; putative transposase"
"125","K07574",57.007113722701,-1.91567780231171,0.532314547627893,-3.5987703339095,0.000319725385841332,0.0377972210796779,"K07574","07574","yhbY; RNA-binding protein"
"126","K07586",26.1242103483605,-1.81953721164091,0.634979481172397,-2.86550552512564,0.00416344007479529,0.0989533130773872,"K07586","07586","ygaC; uncharacterized protein"
"127","K07639",13.4161427932767,-2.49288073886658,0.728450386205926,-3.4221695616781,0.000621235584625923,0.047561065493567,"K07639","07639","rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]"
"128","K07661",13.4161427932767,-2.49288073886658,0.728450386205926,-3.4221695616781,0.000621235584625923,0.047561065493567,"K07661","07661","rstA; two-component system, OmpR family, response regulator RstA"
"129","K07778",30.7268856005555,-2.05761221135243,0.595261711510746,-3.4566513712604,0.000546931933190379,0.0457721085496882,"K07778","07778","desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]"
"130","K07862",35.5426390342872,-1.92680844839293,0.541503176566693,-3.55825880950417,0.000373321375930585,0.0377972210796779,"K07862","07862","sstT; serine/threonine transporter"
"131","K08168",37.7972050559138,-1.20747660268488,0.403870950335236,-2.98975849013801,0.0027919810205773,0.0905265539272506,"K08168","08168","tetB; MFS transporter, DHA2 family, metal-tetracycline-proton antiporter"
"132","K08319",384.57185673626,0.152340049464026,0.0530021167724608,2.87422576192617,0.00405019335031866,0.0982786002525098,"K08319","08319","ltnD; L-threonate 2-dehydrogenase [EC:1.1.1.411]"
"133","K08600",20.6813298721662,-2.44311340228454,0.754328202386459,-3.23879366375974,0.00120036378064718,0.0624909384204921,"K08600","08600","srtB; sortase B [EC:3.4.22.71]"
"134","K08680",39.296361896019,-1.29202831853166,0.391184356693879,-3.30286295048025,0.000957031485354841,0.0584686219607467,"K08680","08680","menH; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]"
"135","K08681",73.8502401486303,-1.13099368283775,0.364983492259543,-3.09875297602088,0.00194336979642688,0.0779710277022847,"K08681","08681","pdxT, pdx2; 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]"
"136","K08930",33.7836716192773,1.25744390014133,0.434834708960276,2.891774447233,0.00383072852349835,0.0982786002525098,"K08930","08930","pucA; light-harvesting protein B-800-850 alpha chain"
"137","K08939",34.7038702680847,1.31127368731396,0.443581301623034,2.95610676671018,0.00311549223919821,0.0959049896418599,"K08939","08939","pucB; light-harvesting protein B-800-850 beta chain"
"138","K08997",11.7219914658487,-2.97998918165113,0.65623194121327,-4.54106085744866,5.59718706137757e-06,0.0250380951164417,"K08997","08997","SELENOO, selO; serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]"
"139","K09009",54.2998039218728,-1.02385365484885,0.357938479444317,-2.86041795908151,0.00423083004868782,0.0995018514494518,"K09009","09009","K09009; uncharacterized protein"
"140","K09020",15.4720009280969,-2.24989879341913,0.750136264022415,-2.99932012532579,0.00270582841556025,0.0905265539272506,"K09020","09020","rutB; ureidoacrylate peracid hydrolase [EC:3.5.1.110]"
"141","K09021",15.4720009280969,-2.24989879341913,0.750136264022415,-2.99932012532579,0.00270582841556025,0.0905265539272506,"K09021","09021","rutC; aminoacrylate peracid reductase"
"142","K09155",19.7353726830338,-2.59108722040708,0.867399657181677,-2.98718958320313,0.00281555062808133,0.0905265539272506,"K09155","09155","K09155; uncharacterized protein"
